videoID;trafficSource;views
"Wt7ee9-jJwk";"YT_PLAYLIST_PAGE";20
"no0j59bcrW8";"YT_PLAYLIST_PAGE";6
"4xapOrfLvbg";"YT_PLAYLIST_PAGE";152
"XGbhdoiR-A8";"YT_PLAYLIST_PAGE";34
"_GOIflxSlYI";"YT_PLAYLIST_PAGE";33
"gNCTjoCu6k4";"YT_PLAYLIST_PAGE";23
"wG3J8lO9d5I";"YT_PLAYLIST_PAGE";96
"HJr4mLYsnB8";"YT_PLAYLIST_PAGE";87
"fLqvaWJtwhQ";"YT_PLAYLIST_PAGE";488
"ZilC968Fc9c";"YT_PLAYLIST_PAGE";323
"-tTYPCTciyU";"YT_PLAYLIST_PAGE";32
"hilfglpKNRQ";"YT_PLAYLIST_PAGE";30
"cTqFNg_y9lw";"YT_PLAYLIST_PAGE";111
"IURWlw2_6Ks";"YT_PLAYLIST_PAGE";127
"iyGBZsLxe54";"YT_PLAYLIST_PAGE";175
"bDPGm3rP8WU";"YT_PLAYLIST_PAGE";135
"AJxCCfFmLTQ";"YT_PLAYLIST_PAGE";103
"EJwbwMB-fDQ";"YT_PLAYLIST_PAGE";53
"ZlKMxbC4ehg";"YT_PLAYLIST_PAGE";59
"icf7Hfj22vg";"YT_PLAYLIST_PAGE";501
"8H9xM741hBQ";"YT_PLAYLIST_PAGE";287
"DtOfcsS_pQw";"YT_PLAYLIST_PAGE";65
"KJod3LG84bk";"YT_PLAYLIST_PAGE";46
"Ax-jgwnolNI";"YT_PLAYLIST_PAGE";163
"_8vw30ltFJ0";"YT_PLAYLIST_PAGE";322
"oLZ7jTKG1fw";"YT_PLAYLIST_PAGE";142
"7vCD8Zu686Q";"YT_PLAYLIST_PAGE";63
"vWnMk3E1lIc";"YT_PLAYLIST_PAGE";263
"XKmTknbusnY";"YT_PLAYLIST_PAGE";48
"KngjlmJCpUs";"YT_PLAYLIST_PAGE";5
"gkMjAYFeSiM";"YT_PLAYLIST_PAGE";25
"k_Z1Uu5y9l8";"YT_PLAYLIST_PAGE";162
"kJ37glO4wBY";"YT_PLAYLIST_PAGE";186
"RVcJ3O_O2Jg";"YT_PLAYLIST_PAGE";224
"eNP36ozsnss";"YT_PLAYLIST_PAGE";24
"SI0Oxt2Mu-Y";"YT_PLAYLIST_PAGE";24
"S1kTTQARvVs";"YT_PLAYLIST_PAGE";89
"dbZJLFI-t-Y";"YT_PLAYLIST_PAGE";166
"X47XlpkMfe8";"YT_PLAYLIST_PAGE";270
"bU35LnSfo70";"YT_PLAYLIST_PAGE";374
"MXKDEyc-vtU";"YT_PLAYLIST_PAGE";267
"O0VsTLDTjss";"YT_PLAYLIST_PAGE";34
"Pk3uKEuLrUY";"YT_PLAYLIST_PAGE";45
"A4iG8S4EpHs";"YT_PLAYLIST_PAGE";86
"QBD4na6Aeq0";"YT_PLAYLIST_PAGE";127
"iyc74jnjKV8";"YT_PLAYLIST_PAGE";9
"uq5PQg_hZro";"YT_PLAYLIST_PAGE";81
"ppQ0DdtBaCw";"YT_PLAYLIST_PAGE";42
"t4kd-QY6Rh0";"YT_PLAYLIST_PAGE";42
"fktQmk0a9OI";"YT_PLAYLIST_PAGE";25
"A9yVhbgxgl8";"YT_PLAYLIST_PAGE";380
"qZtfSNReft4";"YT_PLAYLIST_PAGE";4
"4pdzhKNwQlY";"YT_PLAYLIST_PAGE";369
"9XsMt1TxNeM";"YT_PLAYLIST_PAGE";785
"pEAwvMkpA8I";"YT_PLAYLIST_PAGE";164
"T1q3BF5_YJ8";"YT_PLAYLIST_PAGE";58
"VRQq7XVWdR8";"YT_PLAYLIST_PAGE";235
"0TAapq8TnFQ";"YT_PLAYLIST_PAGE";322
"KkUg3-R9kcA";"YT_PLAYLIST_PAGE";254
"Ka7Ds4EAjNQ";"YT_PLAYLIST_PAGE";146
"KjUAEci6G20";"YT_PLAYLIST_PAGE";294
"x-1NiopFC9g";"YT_PLAYLIST_PAGE";54
"6M7AhO8vbNw";"YT_PLAYLIST_PAGE";46
"syzA3PZx3qk";"YT_PLAYLIST_PAGE";946
"nePWIVgHobs";"YT_PLAYLIST_PAGE";131
"UqTAJxp--c4";"YT_PLAYLIST_PAGE";3
"RnMrGaiVWtQ";"YT_PLAYLIST_PAGE";530
"IZJijGvbZks";"YT_PLAYLIST_PAGE";10
"Ys11kq35rHU";"YT_PLAYLIST_PAGE";12
"PAX5GP9SkTA";"YT_PLAYLIST_PAGE";11
"HRJRJ3D9cq8";"YT_PLAYLIST_PAGE";97
"di_J3aFqY9E";"YT_PLAYLIST_PAGE";271
"1VNfhqILnh8";"YT_PLAYLIST_PAGE";12
"cS1omlvorrk";"YT_PLAYLIST_PAGE";367
"fTUw94veqfE";"YT_PLAYLIST_PAGE";58
"cr9UBeZ3AvQ";"YT_PLAYLIST_PAGE";58
"z7FBukPBKzg";"YT_PLAYLIST_PAGE";271
"uuwxWnAILr0";"YT_PLAYLIST_PAGE";13
"Z40Txux1Lxk";"YT_PLAYLIST_PAGE";938
"3QiTBXfxzHA";"YT_PLAYLIST_PAGE";241
"EmALxO7V7y0";"YT_PLAYLIST_PAGE";451
"TEmNcM6OnSc";"YT_PLAYLIST_PAGE";2
"YeI_n8myE68";"YT_PLAYLIST_PAGE";45
"Anv3X3EuHZ8";"YT_PLAYLIST_PAGE";170
"-kOvK7IV3sg";"YT_PLAYLIST_PAGE";162
"FO6e3rjSslQ";"YT_PLAYLIST_PAGE";70
"TRdVDwWqbfY";"YT_PLAYLIST_PAGE";236
"s9ck7xx85mA";"YT_PLAYLIST_PAGE";58
"DMtlv-BlKP4";"YT_PLAYLIST_PAGE";1101
"DRVDYOrVdlQ";"YT_PLAYLIST_PAGE";3
"duMSovyosXE";"YT_PLAYLIST_PAGE";269
"CoTLQiMZFbI";"YT_PLAYLIST_PAGE";319
"5XxUVbLVdQE";"YT_PLAYLIST_PAGE";74
"H3-evk6-qpQ";"YT_PLAYLIST_PAGE";18
"vbg4Je1tuis";"YT_PLAYLIST_PAGE";57
"8e8a3o1w51M";"YT_PLAYLIST_PAGE";66
"pCgK-Ze3nhA";"YT_PLAYLIST_PAGE";574
"dzJvTcCedm8";"YT_PLAYLIST_PAGE";268
"WSnB5y2JXv8";"YT_PLAYLIST_PAGE";177
"_bdHe3z_fVU";"YT_PLAYLIST_PAGE";278
"Y3ahe3J3Zuo";"YT_PLAYLIST_PAGE";26
"BxKIJL5baAU";"YT_PLAYLIST_PAGE";29
"WX0nH-lEpk4";"YT_PLAYLIST_PAGE";166
"DWjbd7NPUCM";"YT_PLAYLIST_PAGE";28
"651eVDaL34o";"YT_PLAYLIST_PAGE";52
"Z4E2jSZ4r6A";"YT_PLAYLIST_PAGE";28
"RcQ8gE-1hSU";"YT_PLAYLIST_PAGE";95
"oKi7rd16TjU";"YT_PLAYLIST_PAGE";119
"2RZkc_qrV1g";"YT_PLAYLIST_PAGE";41
"6jeSIRpjv0M";"YT_PLAYLIST_PAGE";435
"2SGXnYFdqu4";"YT_PLAYLIST_PAGE";112
"4NgQLqHI6hU";"YT_PLAYLIST_PAGE";215
"BY0WV05IeNk";"YT_PLAYLIST_PAGE";37
"8D6IbflW5OI";"YT_PLAYLIST_PAGE";6
"2kmFfbOeFJg";"YT_PLAYLIST_PAGE";61
"Ds8Twy4VvzU";"YT_PLAYLIST_PAGE";133
"rXDomxfoY1o";"YT_PLAYLIST_PAGE";268
"uwjOFYz-FxM";"YT_PLAYLIST_PAGE";60
"4V-yeg4fva0";"YT_PLAYLIST_PAGE";326
"JHuH7iGcPoY";"YT_PLAYLIST_PAGE";68
"1UkDaiRGShM";"YT_PLAYLIST_PAGE";132
"lFd2hjkKz_Q";"YT_PLAYLIST_PAGE";834
"rLmZYThOJg0";"YT_PLAYLIST_PAGE";1
"8JKgW9mS9WM";"YT_PLAYLIST_PAGE";1120
"LG-fdqSIFxE";"YT_PLAYLIST_PAGE";70
"6ZM5uFFAd_w";"YT_PLAYLIST_PAGE";17
"L2ELtem2iGY";"YT_PLAYLIST_PAGE";43
"OIGGrrnMIgk";"YT_PLAYLIST_PAGE";620
"2V9cLPXPemg";"YT_PLAYLIST_PAGE";866
"r5WkPqu9E4E";"YT_PLAYLIST_PAGE";3
"qeWN5gq9EE8";"YT_PLAYLIST_PAGE";85
"T7ckdeGOhnU";"YT_PLAYLIST_PAGE";177
"HEMARcoxhkI";"YT_PLAYLIST_PAGE";143
"nvv4tPOY8lo";"YT_PLAYLIST_PAGE";22
"NjdZjozKboA";"YT_PLAYLIST_PAGE";295
"gc2X5L4Y5Xg";"YT_PLAYLIST_PAGE";255
"YfdypVSYb9c";"YT_PLAYLIST_PAGE";215
"6IHNYDy_Ynw";"YT_PLAYLIST_PAGE";338
"U0YyIsqDWV4";"YT_PLAYLIST_PAGE";25
"aus8JuVxajM";"YT_PLAYLIST_PAGE";472
"_p9E8fiDRDw";"YT_PLAYLIST_PAGE";148
"sepAWgLOCBI";"YT_PLAYLIST_PAGE";181
"Uuo8AsMxqss";"YT_PLAYLIST_PAGE";171
"QFADxSyXwwY";"YT_PLAYLIST_PAGE";110
"fKygF7VEJnQ";"YT_PLAYLIST_PAGE";70
"L1govVEBxDo";"YT_PLAYLIST_PAGE";40
"OyvjGRnxCkw";"YT_PLAYLIST_PAGE";66
"Wz0N0c3EzVg";"YT_PLAYLIST_PAGE";11
"m4a2c55eXMU";"YT_PLAYLIST_PAGE";57
"GvKYUgka_4Y";"YT_PLAYLIST_PAGE";113
"AY_n9OWPgsk";"YT_PLAYLIST_PAGE";174
"0v8DZuyM2GU";"YT_PLAYLIST_PAGE";253
"_JMSw6i5pzY";"YT_PLAYLIST_PAGE";86
"eXz0cLDRMyg";"YT_PLAYLIST_PAGE";71
"xuBfK0oJmw8";"YT_PLAYLIST_PAGE";35
"UFD5S4Peqc4";"YT_PLAYLIST_PAGE";108
"HvPh2go8xJs";"YT_PLAYLIST_PAGE";94
"151Quamk9Uo";"YT_PLAYLIST_PAGE";293
"-3r5Amv8wdg";"YT_PLAYLIST_PAGE";4
"VKkN-FF66Zw";"YT_PLAYLIST_PAGE";357
"fcv3CHBItJo";"YT_PLAYLIST_PAGE";1350
"P2hu_VsRVfM";"YT_PLAYLIST_PAGE";335
"lOdLJx1zL7Y";"YT_PLAYLIST_PAGE";190
"u7SyqTpLIJc";"YT_PLAYLIST_PAGE";245
"wUzZChTlzdE";"YT_PLAYLIST_PAGE";70
"ezGQ1YxfAOU";"YT_PLAYLIST_PAGE";25
"ksSg7hhMDbU";"YT_PLAYLIST_PAGE";80
"dcjQLZgoNA0";"YT_PLAYLIST_PAGE";343
"uFhsqX_A6XA";"YT_PLAYLIST_PAGE";245
"i1kCHZEhnEY";"YT_PLAYLIST_PAGE";463
"AZAL-QPn5Zc";"YT_PLAYLIST_PAGE";131
"yP791KGnrek";"YT_PLAYLIST_PAGE";49
"h6zprXwtmfg";"YT_PLAYLIST_PAGE";9
"6_1XDU3I-50";"YT_PLAYLIST_PAGE";61
"S2k2dxf_QWc";"YT_PLAYLIST_PAGE";31
"kXgm7984oTs";"YT_PLAYLIST_PAGE";2
"0Stq-erLMlo";"YT_PLAYLIST_PAGE";4
"Wt7ee9-jJwk";"YT_CHANNEL";214
"no0j59bcrW8";"YT_CHANNEL";157
"4xapOrfLvbg";"YT_CHANNEL";419
"XGbhdoiR-A8";"YT_CHANNEL";309
"_GOIflxSlYI";"YT_CHANNEL";940
"gNCTjoCu6k4";"YT_CHANNEL";338
"wG3J8lO9d5I";"YT_CHANNEL";356
"HJr4mLYsnB8";"YT_CHANNEL";422
"fLqvaWJtwhQ";"YT_CHANNEL";686
"ZilC968Fc9c";"YT_CHANNEL";461
"-tTYPCTciyU";"YT_CHANNEL";377
"hilfglpKNRQ";"YT_CHANNEL";338
"cTqFNg_y9lw";"YT_CHANNEL";870
"IURWlw2_6Ks";"YT_CHANNEL";474
"iyGBZsLxe54";"YT_CHANNEL";606
"bDPGm3rP8WU";"YT_CHANNEL";182
"AJxCCfFmLTQ";"YT_CHANNEL";457
"EJwbwMB-fDQ";"YT_CHANNEL";555
"ZlKMxbC4ehg";"YT_CHANNEL";347
"icf7Hfj22vg";"YT_CHANNEL";445
"8H9xM741hBQ";"YT_CHANNEL";257
"DtOfcsS_pQw";"YT_CHANNEL";333
"KJod3LG84bk";"YT_CHANNEL";343
"Ax-jgwnolNI";"YT_CHANNEL";310
"_8vw30ltFJ0";"YT_CHANNEL";451
"oLZ7jTKG1fw";"YT_CHANNEL";297
"7vCD8Zu686Q";"YT_CHANNEL";696
"vWnMk3E1lIc";"YT_CHANNEL";268
"XKmTknbusnY";"YT_CHANNEL";381
"KngjlmJCpUs";"YT_CHANNEL";178
"gkMjAYFeSiM";"YT_CHANNEL";381
"k_Z1Uu5y9l8";"YT_CHANNEL";211
"kJ37glO4wBY";"YT_CHANNEL";192
"RVcJ3O_O2Jg";"YT_CHANNEL";376
"eNP36ozsnss";"YT_CHANNEL";342
"SI0Oxt2Mu-Y";"YT_CHANNEL";324
"S1kTTQARvVs";"YT_CHANNEL";493
"dbZJLFI-t-Y";"YT_CHANNEL";276
"X47XlpkMfe8";"YT_CHANNEL";1284
"bU35LnSfo70";"YT_CHANNEL";529
"MXKDEyc-vtU";"YT_CHANNEL";544
"O0VsTLDTjss";"YT_CHANNEL";469
"Pk3uKEuLrUY";"YT_CHANNEL";348
"A4iG8S4EpHs";"YT_CHANNEL";629
"QBD4na6Aeq0";"YT_CHANNEL";219
"iyc74jnjKV8";"YT_CHANNEL";255
"uq5PQg_hZro";"YT_CHANNEL";357
"ppQ0DdtBaCw";"YT_CHANNEL";405
"t4kd-QY6Rh0";"YT_CHANNEL";407
"fktQmk0a9OI";"YT_CHANNEL";342
"A9yVhbgxgl8";"YT_CHANNEL";489
"qZtfSNReft4";"YT_CHANNEL";14795
"4pdzhKNwQlY";"YT_CHANNEL";1284
"9XsMt1TxNeM";"YT_CHANNEL";4382
"pEAwvMkpA8I";"YT_CHANNEL";486
"T1q3BF5_YJ8";"YT_CHANNEL";526
"VRQq7XVWdR8";"YT_CHANNEL";429
"0TAapq8TnFQ";"YT_CHANNEL";418
"KkUg3-R9kcA";"YT_CHANNEL";320
"Ka7Ds4EAjNQ";"YT_CHANNEL";339
"KjUAEci6G20";"YT_CHANNEL";364
"x-1NiopFC9g";"YT_CHANNEL";290
"6M7AhO8vbNw";"YT_CHANNEL";470
"syzA3PZx3qk";"YT_CHANNEL";3194
"nePWIVgHobs";"YT_CHANNEL";727
"UqTAJxp--c4";"YT_CHANNEL";189
"RnMrGaiVWtQ";"YT_CHANNEL";574
"IZJijGvbZks";"YT_CHANNEL";153
"Ys11kq35rHU";"YT_CHANNEL";351
"PAX5GP9SkTA";"YT_CHANNEL";173
"HRJRJ3D9cq8";"YT_CHANNEL";504
"di_J3aFqY9E";"YT_CHANNEL";376
"1VNfhqILnh8";"YT_CHANNEL";183
"cS1omlvorrk";"YT_CHANNEL";495
"fTUw94veqfE";"YT_CHANNEL";520
"cr9UBeZ3AvQ";"YT_CHANNEL";402
"z7FBukPBKzg";"YT_CHANNEL";295
"uuwxWnAILr0";"YT_CHANNEL";235
"Z40Txux1Lxk";"YT_CHANNEL";1165
"3QiTBXfxzHA";"YT_CHANNEL";313
"EmALxO7V7y0";"YT_CHANNEL";1236
"TEmNcM6OnSc";"YT_CHANNEL";402
"YeI_n8myE68";"YT_CHANNEL";389
"Anv3X3EuHZ8";"YT_CHANNEL";256
"-kOvK7IV3sg";"YT_CHANNEL";345
"FO6e3rjSslQ";"YT_CHANNEL";664
"TRdVDwWqbfY";"YT_CHANNEL";313
"s9ck7xx85mA";"YT_CHANNEL";441
"DMtlv-BlKP4";"YT_CHANNEL";1855
"DRVDYOrVdlQ";"YT_CHANNEL";342
"duMSovyosXE";"YT_CHANNEL";612
"CoTLQiMZFbI";"YT_CHANNEL";615
"5XxUVbLVdQE";"YT_CHANNEL";384
"H3-evk6-qpQ";"YT_CHANNEL";277
"vbg4Je1tuis";"YT_CHANNEL";428
"8e8a3o1w51M";"YT_CHANNEL";515
"pCgK-Ze3nhA";"YT_CHANNEL";681
"dzJvTcCedm8";"YT_CHANNEL";301
"WSnB5y2JXv8";"YT_CHANNEL";610
"_bdHe3z_fVU";"YT_CHANNEL";611
"Y3ahe3J3Zuo";"YT_CHANNEL";254
"BxKIJL5baAU";"YT_CHANNEL";328
"WX0nH-lEpk4";"YT_CHANNEL";334
"DWjbd7NPUCM";"YT_CHANNEL";272
"651eVDaL34o";"YT_CHANNEL";303
"Z4E2jSZ4r6A";"YT_CHANNEL";386
"RcQ8gE-1hSU";"YT_CHANNEL";148
"oKi7rd16TjU";"YT_CHANNEL";564
"2RZkc_qrV1g";"YT_CHANNEL";443
"6jeSIRpjv0M";"YT_CHANNEL";967
"2SGXnYFdqu4";"YT_CHANNEL";719
"4NgQLqHI6hU";"YT_CHANNEL";362
"BY0WV05IeNk";"YT_CHANNEL";287
"8D6IbflW5OI";"YT_CHANNEL";401
"2kmFfbOeFJg";"YT_CHANNEL";254
"Ds8Twy4VvzU";"YT_CHANNEL";633
"rXDomxfoY1o";"YT_CHANNEL";300
"uwjOFYz-FxM";"YT_CHANNEL";411
"4V-yeg4fva0";"YT_CHANNEL";740
"JHuH7iGcPoY";"YT_CHANNEL";498
"1UkDaiRGShM";"YT_CHANNEL";277
"lFd2hjkKz_Q";"YT_CHANNEL";620
"rLmZYThOJg0";"YT_CHANNEL";222
"8JKgW9mS9WM";"YT_CHANNEL";6163
"LG-fdqSIFxE";"YT_CHANNEL";524
"6ZM5uFFAd_w";"YT_CHANNEL";259
"L2ELtem2iGY";"YT_CHANNEL";499
"OIGGrrnMIgk";"YT_CHANNEL";628
"2V9cLPXPemg";"YT_CHANNEL";815
"r5WkPqu9E4E";"YT_CHANNEL";559
"qeWN5gq9EE8";"YT_CHANNEL";440
"T7ckdeGOhnU";"YT_CHANNEL";481
"HEMARcoxhkI";"YT_CHANNEL";205
"nvv4tPOY8lo";"YT_CHANNEL";333
"NjdZjozKboA";"YT_CHANNEL";340
"gc2X5L4Y5Xg";"YT_CHANNEL";242
"YfdypVSYb9c";"YT_CHANNEL";188
"6IHNYDy_Ynw";"YT_CHANNEL";325
"U0YyIsqDWV4";"YT_CHANNEL";279
"aus8JuVxajM";"YT_CHANNEL";558
"_p9E8fiDRDw";"YT_CHANNEL";544
"sepAWgLOCBI";"YT_CHANNEL";378
"Uuo8AsMxqss";"YT_CHANNEL";271
"QFADxSyXwwY";"YT_CHANNEL";313
"fKygF7VEJnQ";"YT_CHANNEL";388
"L1govVEBxDo";"YT_CHANNEL";208
"OyvjGRnxCkw";"YT_CHANNEL";515
"Wz0N0c3EzVg";"YT_CHANNEL";246
"m4a2c55eXMU";"YT_CHANNEL";540
"GvKYUgka_4Y";"YT_CHANNEL";312
"AY_n9OWPgsk";"YT_CHANNEL";967
"0v8DZuyM2GU";"YT_CHANNEL";441
"_JMSw6i5pzY";"YT_CHANNEL";507
"eXz0cLDRMyg";"YT_CHANNEL";406
"xuBfK0oJmw8";"YT_CHANNEL";260
"UFD5S4Peqc4";"YT_CHANNEL";626
"HvPh2go8xJs";"YT_CHANNEL";206
"151Quamk9Uo";"YT_CHANNEL";372
"-3r5Amv8wdg";"YT_CHANNEL";80
"VKkN-FF66Zw";"YT_CHANNEL";586
"fcv3CHBItJo";"YT_CHANNEL";4829
"P2hu_VsRVfM";"YT_CHANNEL";298
"lOdLJx1zL7Y";"YT_CHANNEL";706
"u7SyqTpLIJc";"YT_CHANNEL";553
"wUzZChTlzdE";"YT_CHANNEL";609
"ezGQ1YxfAOU";"YT_CHANNEL";394
"ksSg7hhMDbU";"YT_CHANNEL";354
"dcjQLZgoNA0";"YT_CHANNEL";390
"uFhsqX_A6XA";"YT_CHANNEL";233
"i1kCHZEhnEY";"YT_CHANNEL";1185
"AZAL-QPn5Zc";"YT_CHANNEL";640
"yP791KGnrek";"YT_CHANNEL";277
"h6zprXwtmfg";"YT_CHANNEL";171
"6_1XDU3I-50";"YT_CHANNEL";329
"S2k2dxf_QWc";"YT_CHANNEL";307
"kXgm7984oTs";"YT_CHANNEL";67
"0Stq-erLMlo";"YT_CHANNEL";40
"Wt7ee9-jJwk";"EXT_URL";4264
"no0j59bcrW8";"EXT_URL";1237
"4xapOrfLvbg";"EXT_URL";52599
"XGbhdoiR-A8";"EXT_URL";208
"_GOIflxSlYI";"EXT_URL";1262
"gNCTjoCu6k4";"EXT_URL";178
"wG3J8lO9d5I";"EXT_URL";12341
"HJr4mLYsnB8";"EXT_URL";10795
"fLqvaWJtwhQ";"EXT_URL";26947
"ZilC968Fc9c";"EXT_URL";12225
"-tTYPCTciyU";"EXT_URL";985
"hilfglpKNRQ";"EXT_URL";1013
"cTqFNg_y9lw";"EXT_URL";1670
"IURWlw2_6Ks";"EXT_URL";2939
"iyGBZsLxe54";"EXT_URL";5021
"bDPGm3rP8WU";"EXT_URL";1497
"AJxCCfFmLTQ";"EXT_URL";13590
"EJwbwMB-fDQ";"EXT_URL";1951
"ZlKMxbC4ehg";"EXT_URL";9914
"icf7Hfj22vg";"EXT_URL";7925
"8H9xM741hBQ";"EXT_URL";7054
"DtOfcsS_pQw";"EXT_URL";3026
"KJod3LG84bk";"EXT_URL";3755
"Ax-jgwnolNI";"EXT_URL";5380
"_8vw30ltFJ0";"EXT_URL";6644
"oLZ7jTKG1fw";"EXT_URL";3971
"7vCD8Zu686Q";"EXT_URL";11963
"vWnMk3E1lIc";"EXT_URL";11946
"XKmTknbusnY";"EXT_URL";9032
"KngjlmJCpUs";"EXT_URL";35
"gkMjAYFeSiM";"EXT_URL";8269
"k_Z1Uu5y9l8";"EXT_URL";1270
"kJ37glO4wBY";"EXT_URL";325
"RVcJ3O_O2Jg";"EXT_URL";53293
"eNP36ozsnss";"EXT_URL";1964
"SI0Oxt2Mu-Y";"EXT_URL";2755
"S1kTTQARvVs";"EXT_URL";5213
"dbZJLFI-t-Y";"EXT_URL";23361
"X47XlpkMfe8";"EXT_URL";7900
"bU35LnSfo70";"EXT_URL";24837
"MXKDEyc-vtU";"EXT_URL";396
"O0VsTLDTjss";"EXT_URL";1038
"Pk3uKEuLrUY";"EXT_URL";377
"A4iG8S4EpHs";"EXT_URL";7405
"QBD4na6Aeq0";"EXT_URL";1229
"iyc74jnjKV8";"EXT_URL";626
"uq5PQg_hZro";"EXT_URL";6758
"ppQ0DdtBaCw";"EXT_URL";818
"t4kd-QY6Rh0";"EXT_URL";984
"fktQmk0a9OI";"EXT_URL";736
"A9yVhbgxgl8";"EXT_URL";2463
"qZtfSNReft4";"EXT_URL";223
"4pdzhKNwQlY";"EXT_URL";20330
"9XsMt1TxNeM";"EXT_URL";1171
"pEAwvMkpA8I";"EXT_URL";9424
"T1q3BF5_YJ8";"EXT_URL";8460
"VRQq7XVWdR8";"EXT_URL";10480
"0TAapq8TnFQ";"EXT_URL";450
"KkUg3-R9kcA";"EXT_URL";2417
"Ka7Ds4EAjNQ";"EXT_URL";21505
"KjUAEci6G20";"EXT_URL";3853
"x-1NiopFC9g";"EXT_URL";2854
"6M7AhO8vbNw";"EXT_URL";4916
"syzA3PZx3qk";"EXT_URL";17463
"nePWIVgHobs";"EXT_URL";2059
"UqTAJxp--c4";"EXT_URL";323
"RnMrGaiVWtQ";"EXT_URL";8781
"IZJijGvbZks";"EXT_URL";50
"Ys11kq35rHU";"EXT_URL";300
"PAX5GP9SkTA";"EXT_URL";970
"HRJRJ3D9cq8";"EXT_URL";3268
"di_J3aFqY9E";"EXT_URL";22609
"1VNfhqILnh8";"EXT_URL";131
"cS1omlvorrk";"EXT_URL";12263
"fTUw94veqfE";"EXT_URL";2444
"cr9UBeZ3AvQ";"EXT_URL";1273
"z7FBukPBKzg";"EXT_URL";6773
"uuwxWnAILr0";"EXT_URL";385
"Z40Txux1Lxk";"EXT_URL";34898
"3QiTBXfxzHA";"EXT_URL";7148
"EmALxO7V7y0";"EXT_URL";53418
"TEmNcM6OnSc";"EXT_URL";1606
"YeI_n8myE68";"EXT_URL";417
"Anv3X3EuHZ8";"EXT_URL";12845
"-kOvK7IV3sg";"EXT_URL";782
"FO6e3rjSslQ";"EXT_URL";7914
"TRdVDwWqbfY";"EXT_URL";1806
"s9ck7xx85mA";"EXT_URL";2867
"DMtlv-BlKP4";"EXT_URL";50454
"DRVDYOrVdlQ";"EXT_URL";23
"duMSovyosXE";"EXT_URL";31828
"CoTLQiMZFbI";"EXT_URL";43641
"5XxUVbLVdQE";"EXT_URL";1471
"H3-evk6-qpQ";"EXT_URL";515
"vbg4Je1tuis";"EXT_URL";1394
"8e8a3o1w51M";"EXT_URL";4697
"pCgK-Ze3nhA";"EXT_URL";49236
"dzJvTcCedm8";"EXT_URL";20034
"WSnB5y2JXv8";"EXT_URL";3864
"_bdHe3z_fVU";"EXT_URL";34996
"Y3ahe3J3Zuo";"EXT_URL";1332
"BxKIJL5baAU";"EXT_URL";167
"WX0nH-lEpk4";"EXT_URL";19562
"DWjbd7NPUCM";"EXT_URL";24050
"651eVDaL34o";"EXT_URL";1849
"Z4E2jSZ4r6A";"EXT_URL";793
"RcQ8gE-1hSU";"EXT_URL";4038
"oKi7rd16TjU";"EXT_URL";2326
"2RZkc_qrV1g";"EXT_URL";286
"6jeSIRpjv0M";"EXT_URL";31728
"2SGXnYFdqu4";"EXT_URL";1516
"4NgQLqHI6hU";"EXT_URL";15168
"BY0WV05IeNk";"EXT_URL";12149
"8D6IbflW5OI";"EXT_URL";1403
"2kmFfbOeFJg";"EXT_URL";7211
"Ds8Twy4VvzU";"EXT_URL";3825
"rXDomxfoY1o";"EXT_URL";24265
"uwjOFYz-FxM";"EXT_URL";4099
"4V-yeg4fva0";"EXT_URL";3045
"JHuH7iGcPoY";"EXT_URL";5358
"1UkDaiRGShM";"EXT_URL";14641
"lFd2hjkKz_Q";"EXT_URL";20860
"rLmZYThOJg0";"EXT_URL";133
"8JKgW9mS9WM";"EXT_URL";2068
"LG-fdqSIFxE";"EXT_URL";1845
"6ZM5uFFAd_w";"EXT_URL";387
"L2ELtem2iGY";"EXT_URL";1912
"OIGGrrnMIgk";"EXT_URL";17126
"2V9cLPXPemg";"EXT_URL";5828
"r5WkPqu9E4E";"EXT_URL";102
"qeWN5gq9EE8";"EXT_URL";17176
"T7ckdeGOhnU";"EXT_URL";1842
"HEMARcoxhkI";"EXT_URL";5042
"nvv4tPOY8lo";"EXT_URL";306
